,City,State,Date,Ct_Value,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalCases_100k_inhab,TotalDeaths_100k_inhab,TotalDeaths_by_TotalCases,Vax_AllDoses,Vax_Dose1,Vax_Dose2,Vax_Dose3,Vax_Dose4,Hosp_Count,Hosp_Deaths,Hosp_Death_Rate,Aver_Hosp_Stay,Stringency_Index,Total_Pop_2022,Proportion_Rural_Pop,Municipal_HDI_Overall,Municipal_HDI_Longevity_Dimension,Municipal_HDI_Educational_Dimension,Municipal_HDI_Income_Dimension,Proportion_Poor,Gini_Coefficient,Theil_Index,Latitude,Longitude
26846,Rio de Janeiro,RJ,2021-12-24,31.18286,500305,0,35171,0,5.00305,0.35171,0.0702991175383016,4306,8,81,653,3564,21971.0,1892.0,86.61,8.0,61.57,6211223.0,0.0,0.799,0.845,0.719,0.84,5.01,0.62,0.72,-22.9111,-43.2056
26847,Rio de Janeiro,RJ,2021-12-25,31.130895000000002,500305,0,35171,0,5.00305,0.35171,0.0702991175383016,48,0,5,16,27,21971.0,1892.0,86.61,8.0,61.57,6211223.0,0.0,0.799,0.845,0.719,0.84,5.01,0.62,0.72,-22.9111,-43.2056
26848,Rio de Janeiro,RJ,2021-12-26,31.07893,500305,0,35171,0,5.00305,0.35171,0.0702991175383016,199,0,7,40,152,21971.0,1892.0,86.61,8.0,61.57,6211223.0,0.0,0.799,0.845,0.719,0.84,5.01,0.62,0.72,-22.9111,-43.2056
26849,Rio de Janeiro,RJ,2021-12-27,31.026965,500337,32,35184,13,5.00337,0.35184,0.0703206039129626,38467,43,656,5061,32707,21971.0,1892.0,86.61,8.0,61.57,6211223.0,0.0,0.799,0.845,0.719,0.84,5.01,0.62,0.72,-22.9111,-43.2056
26850,Rio de Janeiro,RJ,2021-12-28,30.975,500339,2,35186,2,5.00339,0.35186,0.0703243201109647,42295,43,722,6894,34636,21971.0,1892.0,86.61,8.0,61.57,6211223.0,0.0,0.799,0.845,0.719,0.84,5.01,0.62,0.72,-22.9111,-43.2056
26851,Rio de Janeiro,RJ,2021-12-29,18.7525,500336,1,35188,2,5.00336,0.35188,0.0703287390873333,36096,56,667,6311,29062,21971.0,1892.0,86.61,8.0,61.57,6211223.0,0.0,0.799,0.845,0.719,0.84,5.01,0.62,0.72,-22.9111,-43.2056
26852,Rio de Janeiro,RJ,2021-12-30,29.76442,500346,6,35190,2,5.00346,0.3519,0.0703313307191423,26198,52,466,4371,21309,21971.0,1892.0,86.61,8.0,61.57,6211223.0,0.0,0.799,0.845,0.719,0.84,5.01,0.62,0.72,-22.9111,-43.2056
26853,Rio de Janeiro,RJ,2021-12-31,30.91262,500346,0,35190,0,5.00346,0.3519,0.0703313307191423,5574,7,105,705,4757,21971.0,1892.0,86.61,8.0,61.57,6211223.0,0.0,0.799,0.845,0.719,0.84,5.01,0.62,0.72,-22.9111,-43.2056
26854,Rio de Janeiro,RJ,2022-01-01,29.7395,500346,0,35190,0,5.00346,0.3519,0.0703313307191423,192,1,16,16,159,20150.0,2044.0,10.14,8.3,47.04,6211223.0,0.0,0.799,0.845,0.719,0.84,5.01,0.62,0.72,-22.9111,-43.2056
26855,Rio de Janeiro,RJ,2022-01-02,30.170856666666666,500346,0,35190,0,5.00346,0.3519,0.0703313307191423,379,0,17,69,293,20150.0,2044.0,10.14,8.3,47.04,6211223.0,0.0,0.799,0.845,0.719,0.84,5.01,0.62,0.72,-22.9111,-43.2056
26856,Rio de Janeiro,RJ,2022-01-03,30.602213333333335,504241,3895,35190,0,5.04241,0.3519,0.0697880576946341,49225,71,931,6109,42114,20150.0,2044.0,10.14,8.3,47.03,6211223.0,0.0,0.799,0.845,0.719,0.84,5.01,0.62,0.72,-22.9111,-43.2056
26857,Rio de Janeiro,RJ,2022-01-04,31.03357,506286,2045,35198,8,5.06286,0.35198,0.0695219697957281,60340,64,1089,7148,52039,20150.0,2044.0,10.14,8.3,47.03,6211223.0,0.0,0.799,0.845,0.719,0.84,5.01,0.62,0.72,-22.9111,-43.2056
26858,Rio de Janeiro,RJ,2022-01-05,29.49983,509365,3079,35200,2,5.09365,0.352,0.0691056511538876,60908,71,971,7523,52343,20150.0,2044.0,10.14,8.3,47.02,6211223.0,0.0,0.799,0.845,0.719,0.84,5.01,0.62,0.72,-22.9111,-43.2056
26859,Rio de Janeiro,RJ,2022-01-06,28.9175,514159,4794,35196,0,5.14159,0.35196,0.0684535328565677,59783,208,937,6685,51953,20150.0,2044.0,10.14,8.3,47.02,6211223.0,0.0,0.799,0.845,0.719,0.84,5.01,0.62,0.72,-22.9111,-43.2056
26860,Rio de Janeiro,RJ,2022-01-07,21.99495,519935,5776,35198,0,5.19935,0.35198,0.0676969236539182,51883,135,833,4985,45930,20150.0,2044.0,10.14,8.3,47.02,6211223.0,0.0,0.799,0.845,0.719,0.84,5.01,0.62,0.72,-22.9111,-43.2056
26861,Rio de Janeiro,RJ,2022-01-08,28.41453,526563,6628,35201,1,5.26563,0.35201,0.0668505003199997,29118,54,414,2487,26163,20150.0,2044.0,10.14,8.3,47.02,6211223.0,0.0,0.799,0.845,0.719,0.84,5.01,0.62,0.72,-22.9111,-43.2056
26862,Rio de Janeiro,RJ,2022-01-09,28.53268,529579,3016,35201,0,5.29579,0.35201,0.0664697807126037,749,2,53,74,620,20150.0,2044.0,10.14,8.3,47.0,6211223.0,0.0,0.799,0.845,0.719,0.84,5.01,0.62,0.72,-22.9111,-43.2056
26863,Rio de Janeiro,RJ,2022-01-10,29.47711,530331,752,35201,0,5.30331,0.35201,0.0663755277364513,69945,153,1405,7620,60767,20150.0,2044.0,10.14,8.3,46.99,6211223.0,0.0,0.799,0.845,0.719,0.84,5.01,0.62,0.72,-22.9111,-43.2056
26864,Rio de Janeiro,RJ,2022-01-11,29.58923,539646,9315,35202,1,5.39646,0.35202,0.0652316518606642,64159,83,1268,7053,55755,20150.0,2044.0,10.14,8.3,46.98,6211223.0,0.0,0.799,0.845,0.719,0.84,5.01,0.62,0.72,-22.9111,-43.2056
26865,Rio de Janeiro,RJ,2022-01-12,32.25583,550689,11043,35204,2,5.50689,0.35204,0.0639271893936505,57250,117,1246,7472,48415,20150.0,2044.0,10.14,8.3,46.97,6211223.0,0.0,0.799,0.845,0.719,0.84,5.01,0.62,0.72,-22.9111,-43.2056
26866,Rio de Janeiro,RJ,2022-01-13,28.95656,562632,11943,35206,2,5.62632,0.35206,0.0625737604686544,49511,102,1138,6431,41840,20150.0,2044.0,10.14,8.3,46.96,6211223.0,0.0,0.799,0.845,0.719,0.84,5.01,0.62,0.72,-22.9111,-43.2056
26867,Rio de Janeiro,RJ,2022-01-14,30.13134,577449,14817,35209,3,5.77449,0.35209,0.0609733500274483,45242,117,1139,5526,38460,20150.0,2044.0,10.14,8.3,38.58,6211223.0,0.0,0.799,0.845,0.719,0.84,5.01,0.62,0.72,-22.9111,-43.2056
26868,Rio de Janeiro,RJ,2022-01-15,29.55094,577672,223,35210,1,5.77672,0.3521,0.0609515434364137,22851,68,562,2415,19806,20150.0,2044.0,10.14,8.3,38.58,6211223.0,0.0,0.799,0.845,0.719,0.84,5.01,0.62,0.72,-22.9111,-43.2056
26869,Rio de Janeiro,RJ,2022-01-16,29.70969,581058,3386,35210,0,5.81058,0.3521,0.0605963604321771,454,0,161,58,235,20150.0,2044.0,10.14,8.3,38.52,6211223.0,0.0,0.799,0.845,0.719,0.84,5.01,0.62,0.72,-22.9111,-43.2056
26870,Rio de Janeiro,RJ,2022-01-17,29.80396,582417,1359,35211,1,5.82417,0.35211,0.0604566830981925,48952,52,14789,4252,29859,20150.0,2044.0,10.14,8.3,38.46,6211223.0,0.0,0.799,0.845,0.719,0.84,5.01,0.62,0.72,-22.9111,-43.2056
26871,Rio de Janeiro,RJ,2022-01-18,30.68926,596116,13699,35214,3,5.96116,0.35214,0.0590723953056116,48006,62,11979,5038,30927,20150.0,2044.0,10.14,8.3,38.44,6211223.0,0.0,0.799,0.845,0.719,0.84,5.01,0.62,0.72,-22.9111,-43.2056
26872,Rio de Janeiro,RJ,2022-01-19,31.7575,612743,16627,35216,2,6.12743,0.35216,0.0574727087865548,37142,64,8376,4301,24401,20150.0,2044.0,10.14,8.3,38.43,6211223.0,0.0,0.799,0.845,0.719,0.84,5.01,0.62,0.72,-22.9111,-43.2056
26873,Rio de Janeiro,RJ,2022-01-20,30.68121,629748,17005,35218,2,6.29748,0.35218,0.055923956884341,13188,19,2533,1554,9082,20150.0,2044.0,10.14,8.3,38.41,6211223.0,0.0,0.799,0.845,0.719,0.84,5.01,0.62,0.72,-22.9111,-43.2056
26874,Rio de Janeiro,RJ,2022-01-21,32.09,650537,20789,35218,0,6.50537,0.35218,0.0541368131251566,26958,51,3002,3078,20827,20150.0,2044.0,10.14,8.3,38.4,6211223.0,0.0,0.799,0.845,0.719,0.84,5.01,0.62,0.72,-22.9111,-43.2056
26875,Rio de Janeiro,RJ,2022-01-22,28.32,670358,19821,35221,3,6.70358,0.35221,0.0525405827930747,12626,11,1536,1322,9757,20150.0,2044.0,10.14,8.3,38.38,6211223.0,0.0,0.799,0.845,0.719,0.84,5.01,0.62,0.72,-22.9111,-43.2056
26876,Rio de Janeiro,RJ,2022-01-23,31.82,676445,6087,35224,3,6.76445,0.35224,0.0520722305582863,239,0,44,31,164,20150.0,2044.0,10.14,8.3,38.38,6211223.0,0.0,0.799,0.845,0.719,0.84,5.01,0.62,0.72,-22.9111,-43.2056
26877,Rio de Janeiro,RJ,2022-01-24,32.416666666666664,677940,1495,35225,1,6.7794,0.35225,0.0519588754167035,33301,64,3458,3591,26188,20150.0,2044.0,10.14,8.3,38.36,6211223.0,0.0,0.799,0.845,0.719,0.84,5.01,0.62,0.72,-22.9111,-43.2056
26878,Rio de Janeiro,RJ,2022-01-25,33.013333333333335,695312,17372,35225,0,6.95312,0.35225,0.0506607105874772,35708,48,3699,4253,27708,20150.0,2044.0,10.14,8.3,34.47,6211223.0,0.0,0.799,0.845,0.719,0.84,5.01,0.62,0.72,-22.9111,-43.2056
26879,Rio de Janeiro,RJ,2022-01-26,33.61,718407,23095,35230,5,7.18407,0.3523,0.0490390544635561,54266,60,22931,4177,27098,20150.0,2044.0,10.14,8.3,34.46,6211223.0,0.0,0.799,0.845,0.719,0.84,5.01,0.62,0.72,-22.9111,-43.2056
26880,Rio de Janeiro,RJ,2022-01-27,33.92166666666667,739510,21103,35239,9,7.3951,0.35239,0.0476518235047531,55625,47,26566,3636,25376,20150.0,2044.0,10.14,8.3,34.44,6211223.0,0.0,0.799,0.845,0.719,0.84,5.01,0.62,0.72,-22.9111,-43.2056
26881,Rio de Janeiro,RJ,2022-01-28,34.233333333333334,760271,20761,35253,14,7.60271,0.35253,0.0463689921093925,57695,48,27971,3814,25862,20150.0,2044.0,10.14,8.3,34.43,6211223.0,0.0,0.799,0.845,0.719,0.84,5.01,0.62,0.72,-22.9111,-43.2056
26882,Rio de Janeiro,RJ,2022-01-29,34.545,778354,18083,35271,18,7.78354,0.35271,0.045314856736138,24206,20,10870,1566,11750,20150.0,2044.0,10.14,8.3,34.42,6211223.0,0.0,0.799,0.845,0.719,0.84,5.01,0.62,0.72,-22.9111,-43.2056
26883,Rio de Janeiro,RJ,2022-01-30,34.85666666666666,783502,5148,35285,14,7.83502,0.35285,0.0450349839566459,294,0,100,38,156,20150.0,2044.0,10.14,8.3,34.42,6211223.0,0.0,0.799,0.845,0.719,0.84,5.01,0.62,0.72,-22.9111,-43.2056
26884,Rio de Janeiro,RJ,2022-01-31,35.16833333333333,785255,1753,35291,6,7.85255,0.35291,0.0449420888755881,51397,76,19743,4470,27108,20150.0,2044.0,10.14,8.3,34.41,6211223.0,0.0,0.799,0.845,0.719,0.84,5.01,0.62,0.72,-22.9111,-43.2056
26885,Rio de Janeiro,RJ,2022-02-01,35.48,799696,14441,35307,16,7.99696,0.35307,0.0441505272003361,32495,83,1912,4959,25541,20276.0,1694.0,83.35,8.0,34.4,6211223.0,0.0,0.799,0.845,0.719,0.84,5.01,0.62,0.72,-22.9111,-43.2056
26886,Rio de Janeiro,RJ,2022-02-02,34.28,810838,11142,35328,21,8.10838,0.35328,0.0435697389614201,27424,61,1684,4041,21638,20276.0,1694.0,83.35,8.0,34.38,6211223.0,0.0,0.799,0.845,0.719,0.84,5.01,0.62,0.72,-22.9111,-43.2056
26887,Rio de Janeiro,RJ,2022-02-03,33.08,826515,15677,35363,35,8.26515,0.35363,0.0427856723713423,25342,84,1612,3609,20037,20276.0,1694.0,83.35,8.0,34.36,6211223.0,0.0,0.799,0.845,0.719,0.84,5.01,0.62,0.72,-22.9111,-43.2056
26888,Rio de Janeiro,RJ,2022-02-04,31.88,826515,0,35363,0,8.26515,0.35363,0.0427856723713423,75562,87,45302,3627,26546,20276.0,1694.0,83.35,8.0,34.34,6211223.0,0.0,0.799,0.845,0.719,0.84,5.01,0.62,0.72,-22.9111,-43.2056
26889,Rio de Janeiro,RJ,2022-02-05,30.68,848237,21722,35438,75,8.48237,0.35438,0.0417784180600468,34389,21,20046,1637,12685,20276.0,1694.0,83.35,8.0,34.33,6211223.0,0.0,0.799,0.845,0.719,0.84,5.01,0.62,0.72,-22.9111,-43.2056
26890,Rio de Janeiro,RJ,2022-02-06,30.760833333333334,849656,1419,35450,12,8.49656,0.3545,0.0417227678024988,495,0,202,40,253,20276.0,1694.0,83.35,8.0,34.32,6211223.0,0.0,0.799,0.845,0.719,0.84,5.01,0.62,0.72,-22.9111,-43.2056
26891,Rio de Janeiro,RJ,2022-02-07,30.841666666666665,849662,6,35450,0,8.49662,0.3545,0.0417224731716847,48752,69,17843,3705,27135,20276.0,1694.0,83.35,8.0,38.02,6211223.0,0.0,0.799,0.845,0.719,0.84,5.01,0.62,0.72,-22.9111,-43.2056
26892,Rio de Janeiro,RJ,2022-02-08,30.9225,857918,8256,35495,45,8.57918,0.35495,0.041373417972347,45842,74,16443,3373,25952,20276.0,1694.0,83.35,8.0,38.0,6211223.0,0.0,0.799,0.845,0.719,0.84,5.01,0.62,0.72,-22.9111,-43.2056
26893,Rio de Janeiro,RJ,2022-02-09,31.003333333333334,864324,6406,35550,55,8.64324,0.3555,0.0411304094297971,54533,70,25270,3547,25646,20276.0,1694.0,83.35,8.0,37.97,6211223.0,0.0,0.799,0.845,0.719,0.84,5.01,0.62,0.72,-22.9111,-43.2056
26894,Rio de Janeiro,RJ,2022-02-10,31.084166666666665,870409,6085,35603,53,8.70409,0.35603,0.040903759037418,33160,69,8771,3007,21313,20276.0,1694.0,83.35,8.0,37.94,6211223.0,0.0,0.799,0.845,0.719,0.84,5.01,0.62,0.72,-22.9111,-43.2056
26895,Rio de Janeiro,RJ,2022-02-11,31.165,876697,6288,35672,69,8.76697,0.35672,0.0406890864232454,32491,33,7606,2570,22282,20276.0,1694.0,83.35,8.0,37.92,6211223.0,0.0,0.799,0.845,0.719,0.84,5.01,0.62,0.72,-22.9111,-43.2056
26896,Rio de Janeiro,RJ,2022-02-12,30.08,881634,4937,35711,39,8.81634,0.35711,0.0405054705240496,22939,19,8724,1164,13032,20276.0,1694.0,83.35,8.0,37.91,6211223.0,0.0,0.799,0.845,0.719,0.84,5.01,0.62,0.72,-22.9111,-43.2056
26897,Rio de Janeiro,RJ,2022-02-13,30.22307692307692,883239,1605,35731,20,8.83239,0.35731,0.0404545089154804,93,0,14,15,64,20276.0,1694.0,83.35,8.0,34.75,6211223.0,0.0,0.799,0.845,0.719,0.84,5.01,0.62,0.72,-22.9111,-43.2056
26898,Rio de Janeiro,RJ,2022-02-14,30.366153846153846,883511,272,35732,1,8.83511,0.35732,0.0404431863327111,35975,80,7956,2721,25218,20276.0,1694.0,83.35,8.0,34.73,6211223.0,0.0,0.799,0.845,0.719,0.84,5.01,0.62,0.72,-22.9111,-43.2056
26899,Rio de Janeiro,RJ,2022-02-15,30.50923076923077,887386,3875,35772,40,8.87386,0.35772,0.0403116569339611,30012,62,6148,2208,21594,20276.0,1694.0,83.35,8.0,34.72,6211223.0,0.0,0.799,0.845,0.719,0.84,5.01,0.62,0.72,-22.9111,-43.2056
26900,Rio de Janeiro,RJ,2022-02-16,30.65230769230769,891599,4213,35797,25,8.91599,0.35797,0.040149215061928,28579,55,5445,2434,20645,20276.0,1694.0,83.35,8.0,34.7,6211223.0,0.0,0.799,0.845,0.719,0.84,5.01,0.62,0.72,-22.9111,-43.2056
26901,Rio de Janeiro,RJ,2022-02-17,30.795384615384616,895348,3749,35847,50,8.95348,0.35847,0.0400369465280538,22735,51,2998,2037,17649,20276.0,1694.0,83.35,8.0,34.67,6211223.0,0.0,0.799,0.845,0.719,0.84,5.01,0.62,0.72,-22.9111,-43.2056
26902,Rio de Janeiro,RJ,2022-02-18,30.93846153846154,898763,3415,35906,59,8.98763,0.35906,0.0399504652505721,20120,35,2172,1702,16211,20276.0,1694.0,83.35,8.0,34.63,6211223.0,0.0,0.799,0.845,0.719,0.84,5.01,0.62,0.72,-22.9111,-43.2056
26903,Rio de Janeiro,RJ,2022-02-19,31.08153846153846,901151,2388,35932,26,9.01151,0.35932,0.0398734507313424,11367,17,1173,741,9436,20276.0,1694.0,83.35,8.0,34.61,6211223.0,0.0,0.799,0.845,0.719,0.84,5.01,0.62,0.72,-22.9111,-43.2056
26904,Rio de Janeiro,RJ,2022-02-20,31.224615384615383,901562,411,35951,19,9.01562,0.35951,0.0398763479383558,124,0,29,15,80,20276.0,1694.0,83.35,8.0,34.6,6211223.0,0.0,0.799,0.845,0.719,0.84,5.01,0.62,0.72,-22.9111,-43.2056
26905,Rio de Janeiro,RJ,2022-02-21,31.36769230769231,901691,129,35955,4,9.01691,0.35955,0.0398750791568286,29189,35,5850,2167,21137,20276.0,1694.0,83.35,8.0,34.58,6211223.0,0.0,0.799,0.845,0.719,0.84,5.01,0.62,0.72,-22.9111,-43.2056
26906,Rio de Janeiro,RJ,2022-02-22,31.51076923076923,901691,0,35955,0,9.01691,0.35955,0.0398750791568286,31453,46,6269,3118,22020,20276.0,1694.0,83.35,8.0,30.87,6211223.0,0.0,0.799,0.845,0.719,0.84,5.01,0.62,0.72,-22.9111,-43.2056
26907,Rio de Janeiro,RJ,2022-02-23,31.653846153846153,908286,6595,36027,72,9.08286,0.36027,0.039664819230947,29505,49,4946,6210,18300,20276.0,1694.0,83.35,8.0,30.83,6211223.0,0.0,0.799,0.845,0.719,0.84,5.01,0.62,0.72,-22.9111,-43.2056
26908,Rio de Janeiro,RJ,2022-02-24,31.79692307692308,909163,877,36077,50,9.09163,0.36077,0.039681553252827,32296,71,4813,9306,18106,20276.0,1694.0,83.35,8.0,30.8,6211223.0,0.0,0.799,0.845,0.719,0.84,5.01,0.62,0.72,-22.9111,-43.2056
26909,Rio de Janeiro,RJ,2022-02-25,31.94,911517,2354,36112,35,9.11517,0.36112,0.0396174728502046,31579,46,3828,10353,17352,20276.0,1694.0,83.35,8.0,30.76,6211223.0,0.0,0.799,0.845,0.719,0.84,5.01,0.62,0.72,-22.9111,-43.2056
26910,Rio de Janeiro,RJ,2022-02-26,32.20125,913884,2367,36154,42,9.13884,0.36154,0.0395608195350832,10635,5,1521,3526,5583,20276.0,1694.0,83.35,8.0,30.75,6211223.0,0.0,0.799,0.845,0.719,0.84,5.01,0.62,0.72,-22.9111,-43.2056
26911,Rio de Janeiro,RJ,2022-02-27,32.4625,914227,343,36178,24,9.14227,0.36178,0.0395722287790669,53,0,17,5,31,20276.0,1694.0,83.35,8.0,30.74,6211223.0,0.0,0.799,0.845,0.719,0.84,5.01,0.62,0.72,-22.9111,-43.2056
26912,Rio de Janeiro,RJ,2022-02-28,32.72375,914450,223,36181,3,9.1445,0.36181,0.0395658592596642,271,0,66,75,130,20276.0,1694.0,83.35,8.0,30.7,6211223.0,0.0,0.799,0.845,0.719,0.84,5.01,0.62,0.72,-22.9111,-43.2056
26913,Rio de Janeiro,RJ,2022-03-01,32.985,914697,247,36181,0,9.14697,0.36181,0.0395551751017003,127,0,28,41,58,23324.0,1848.0,79.92,7.8,30.7,6211223.0,0.0,0.799,0.845,0.719,0.84,5.01,0.62,0.72,-22.9111,-43.2056
26914,Rio de Janeiro,RJ,2022-03-02,33.24625,914830,133,36184,3,9.1483,0.36184,0.0395527037810303,16443,11,1769,3839,10824,23324.0,1848.0,79.92,7.8,30.7,6211223.0,0.0,0.799,0.845,0.719,0.84,5.01,0.62,0.72,-22.9111,-43.2056
26915,Rio de Janeiro,RJ,2022-03-03,33.5075,917072,2242,36208,24,9.17072,0.36208,0.0394821780623549,27470,24,3037,5908,18501,23324.0,1848.0,79.92,7.8,30.91,6211223.0,0.0,0.799,0.845,0.719,0.84,5.01,0.62,0.72,-22.9111,-43.2056
26916,Rio de Janeiro,RJ,2022-03-04,33.76875,919549,2477,36228,20,9.19549,0.36228,0.0393975742456356,37060,36,3373,12460,21191,23324.0,1848.0,79.92,7.8,30.89,6211223.0,0.0,0.799,0.845,0.719,0.84,5.01,0.62,0.72,-22.9111,-43.2056
26917,Rio de Janeiro,RJ,2022-03-05,34.03,921452,1903,36264,36,9.21452,0.36264,0.0393552784084249,18190,13,1789,5842,10546,23324.0,1848.0,79.92,7.8,30.87,6211223.0,0.0,0.799,0.845,0.719,0.84,5.01,0.62,0.72,-22.9111,-43.2056
26918,Rio de Janeiro,RJ,2022-03-06,34.29125,921651,199,36264,0,9.21651,0.36264,0.0393467809398568,30,0,4,6,20,23324.0,1848.0,79.92,7.8,30.87,6211223.0,0.0,0.799,0.845,0.719,0.84,5.01,0.62,0.72,-22.9111,-43.2056
26919,Rio de Janeiro,RJ,2022-03-07,34.5525,921794,143,36277,13,9.21794,0.36277,0.0393547799182897,31776,35,2476,7063,22202,23324.0,1848.0,79.92,7.8,30.85,6211223.0,0.0,0.799,0.845,0.719,0.84,5.01,0.62,0.72,-22.9111,-43.2056
26920,Rio de Janeiro,RJ,2022-03-08,34.81375,923728,1934,36304,27,9.23728,0.36304,0.0393016125959156,35956,33,3481,6754,25688,23324.0,1848.0,79.92,7.8,30.83,6211223.0,0.0,0.799,0.845,0.719,0.84,5.01,0.62,0.72,-22.9111,-43.2056
26921,Rio de Janeiro,RJ,2022-03-09,35.074999999999996,925709,1981,36326,22,9.25709,0.36326,0.0392412734455428,31690,26,3187,5988,22489,23324.0,1848.0,79.92,7.8,30.8,6211223.0,0.0,0.799,0.845,0.719,0.84,5.01,0.62,0.72,-22.9111,-43.2056
26922,Rio de Janeiro,RJ,2022-03-10,35.33625,927597,1888,36337,11,9.27597,0.36337,0.0391732616642787,27274,37,2795,4985,19457,23324.0,1848.0,79.92,7.8,30.7,6211223.0,0.0,0.799,0.845,0.719,0.84,5.01,0.62,0.72,-22.9111,-43.2056
26923,Rio de Janeiro,RJ,2022-03-11,35.5975,929210,1613,36360,23,9.2921,0.3636,0.039130013667524,26931,29,3007,5287,18608,23324.0,1848.0,79.92,7.8,30.69,6211223.0,0.0,0.799,0.845,0.719,0.84,5.01,0.62,0.72,-22.9111,-43.2056
26924,Rio de Janeiro,RJ,2022-03-12,35.85875,930773,1563,36390,30,9.30773,0.3639,0.0390965358900612,15655,20,1849,3763,10023,23324.0,1848.0,79.92,7.8,30.67,6211223.0,0.0,0.799,0.845,0.719,0.84,5.01,0.62,0.72,-22.9111,-43.2056
26925,Rio de Janeiro,RJ,2022-03-13,36.12,930980,207,36411,21,9.3098,0.36411,0.0391103997937657,82,0,19,29,34,23324.0,1848.0,79.92,7.8,30.66,6211223.0,0.0,0.799,0.845,0.719,0.84,5.01,0.62,0.72,-22.9111,-43.2056
26926,Rio de Janeiro,RJ,2022-03-14,34.805,930999,19,36411,0,9.30999,0.36411,0.039109601621484,21728,33,1848,6101,13746,23324.0,1848.0,79.92,7.8,30.64,6211223.0,0.0,0.799,0.845,0.719,0.84,5.01,0.62,0.72,-22.9111,-43.2056
26927,Rio de Janeiro,RJ,2022-03-15,33.49,932939,1940,36422,11,9.32939,0.36422,0.0390400658563957,27222,92,2104,7048,17978,23324.0,1848.0,79.92,7.8,30.62,6211223.0,0.0,0.799,0.845,0.719,0.84,5.01,0.62,0.72,-22.9111,-43.2056
26928,Rio de Janeiro,RJ,2022-03-16,33.3425,934496,1557,36452,30,9.34496,0.36452,0.0390071225559017,24837,65,1863,6113,16796,23324.0,1848.0,79.92,7.8,30.6,6211223.0,0.0,0.799,0.845,0.719,0.84,5.01,0.62,0.72,-22.9111,-43.2056
26929,Rio de Janeiro,RJ,2022-03-17,33.195,936331,1835,36482,30,9.36331,0.36482,0.0389627172442223,21175,70,1781,5417,13907,23324.0,1848.0,79.92,7.8,30.58,6211223.0,0.0,0.799,0.845,0.719,0.84,5.01,0.62,0.72,-22.9111,-43.2056
26930,Rio de Janeiro,RJ,2022-03-18,33.0475,938450,2119,36500,18,9.3845,0.365,0.0388939208268954,21924,80,1958,5917,13969,23324.0,1848.0,79.92,7.8,30.55,6211223.0,0.0,0.799,0.845,0.719,0.84,5.01,0.62,0.72,-22.9111,-43.2056
26931,Rio de Janeiro,RJ,2022-03-19,32.9,940255,1805,36515,15,9.40255,0.36515,0.0388352095973964,13290,28,1257,4233,7772,23324.0,1848.0,79.92,7.8,30.53,6211223.0,0.0,0.799,0.845,0.719,0.84,5.01,0.62,0.72,-22.9111,-43.2056
26932,Rio de Janeiro,RJ,2022-03-20,32.752500000000005,940573,318,36527,12,9.40573,0.36527,0.0388348379126341,38,0,3,9,26,23324.0,1848.0,79.92,7.8,30.53,6211223.0,0.0,0.799,0.845,0.719,0.84,5.01,0.62,0.72,-22.9111,-43.2056
26933,Rio de Janeiro,RJ,2022-03-21,32.605000000000004,940606,33,36527,0,9.40606,0.36527,0.0388334754403012,20567,99,1442,5196,13830,23324.0,1848.0,79.92,7.8,30.51,6211223.0,0.0,0.799,0.845,0.719,0.84,5.01,0.62,0.72,-22.9111,-43.2056
26934,Rio de Janeiro,RJ,2022-03-22,32.4575,942564,1958,36537,10,9.42564,0.36537,0.038763415534648,17054,91,1253,3988,11722,23324.0,1848.0,79.92,7.8,30.49,6211223.0,0.0,0.799,0.845,0.719,0.84,5.01,0.62,0.72,-22.9111,-43.2056
26935,Rio de Janeiro,RJ,2022-03-23,32.31,944673,2109,36556,19,9.44673,0.36556,0.0386969882700151,19205,75,1445,5030,12655,23324.0,1848.0,79.92,7.8,30.47,6211223.0,0.0,0.799,0.845,0.719,0.84,5.01,0.62,0.72,-22.9111,-43.2056
26936,Rio de Janeiro,RJ,2022-03-24,32.1625,946138,1465,36576,20,9.46138,0.36576,0.0386582084220272,22000,109,1234,5914,14743,23324.0,1848.0,79.92,7.8,30.46,6211223.0,0.0,0.799,0.845,0.719,0.84,5.01,0.62,0.72,-22.9111,-43.2056
26937,Rio de Janeiro,RJ,2022-03-25,32.015,947375,1237,36590,14,9.47375,0.3659,0.0386225095659057,28518,113,1364,7310,19731,23324.0,1848.0,79.92,7.8,30.44,6211223.0,0.0,0.799,0.845,0.719,0.84,5.01,0.62,0.72,-22.9111,-43.2056
26938,Rio de Janeiro,RJ,2022-03-26,31.8675,949012,1637,36619,29,9.49012,0.36619,0.0385864456929943,14565,60,900,4577,9028,23324.0,1848.0,79.92,7.8,30.43,6211223.0,0.0,0.799,0.845,0.719,0.84,5.01,0.62,0.72,-22.9111,-43.2056
26939,Rio de Janeiro,RJ,2022-03-27,31.72,949113,101,36638,19,9.49113,0.36638,0.0386023582018158,77,0,6,12,59,23324.0,1848.0,79.92,7.8,30.42,6211223.0,0.0,0.799,0.845,0.719,0.84,5.01,0.62,0.72,-22.9111,-43.2056
