,City,State,Date,Ct_Value,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalCases_100k_inhab,TotalDeaths_100k_inhab,TotalDeaths_by_TotalCases,Vax_AllDoses,Vax_Dose1,Vax_Dose2,Vax_Dose3,Vax_Dose4,Hosp_Count,Hosp_Deaths,Hosp_Death_Rate,Aver_Hosp_Stay,Stringency_Index,Total_Pop_2022,Proportion_Rural_Pop,Municipal_HDI_Overall,Municipal_HDI_Longevity_Dimension,Municipal_HDI_Educational_Dimension,Municipal_HDI_Income_Dimension,Proportion_Poor,Gini_Coefficient,Theil_Index,Latitude,Longitude
26940,Rio de Janeiro,RJ,2022-03-28,31.5725,949221,108,36639,1,9.49221,0.36639,0.0385990196171386,29637,150,1336,6965,21186,23324.0,1848.0,79.92,7.8,30.41,6211223.0,0.0,0.799,0.845,0.719,0.84,5.01,0.62,0.72,-22.9111,-43.2056
26941,Rio de Janeiro,RJ,2022-03-29,31.425,950318,1097,36653,14,9.50318,0.36653,0.0385691947327105,24993,216,1074,4959,18744,23324.0,1848.0,79.92,7.8,30.38,6211223.0,0.0,0.799,0.845,0.719,0.84,5.01,0.62,0.72,-22.9111,-43.2056
26942,Rio de Janeiro,RJ,2022-03-30,30.7085,951492,1174,36670,17,9.51492,0.3667,0.0385394727438591,19211,215,842,3709,14445,23324.0,1848.0,79.92,7.8,30.35,6211223.0,0.0,0.799,0.845,0.719,0.84,5.01,0.62,0.72,-22.9111,-43.2056
26943,Rio de Janeiro,RJ,2022-03-31,29.992,953174,1682,36690,20,9.53174,0.3669,0.0384924473391007,18145,316,838,3736,13255,23324.0,1848.0,79.92,7.8,30.33,6211223.0,0.0,0.799,0.845,0.719,0.84,5.01,0.62,0.72,-22.9111,-43.2056
26944,Rio de Janeiro,RJ,2022-04-01,29.2755,954092,918,36713,23,9.54092,0.36713,0.0384795176985028,16350,302,838,4817,10393,22366.0,1784.0,79.98,7.9,28.94,6211223.0,0.0,0.799,0.845,0.719,0.84,5.01,0.62,0.72,-22.9111,-43.2056
26945,Rio de Janeiro,RJ,2022-04-02,28.559,954092,0,36713,0,9.54092,0.36713,0.0384795176985028,8372,114,551,3467,4240,22366.0,1784.0,79.98,7.9,28.94,6211223.0,0.0,0.799,0.845,0.719,0.84,5.01,0.62,0.72,-22.9111,-43.2056
26946,Rio de Janeiro,RJ,2022-04-03,27.8425,954092,0,36713,0,9.54092,0.36713,0.0384795176985028,53,1,4,20,28,22366.0,1784.0,79.98,7.9,28.91,6211223.0,0.0,0.799,0.845,0.719,0.84,5.01,0.62,0.72,-22.9111,-43.2056
26947,Rio de Janeiro,RJ,2022-04-04,27.126,955661,1569,36738,25,9.55661,0.36738,0.0384425021006402,22612,636,928,6768,14280,22366.0,1784.0,79.98,7.9,28.9,6211223.0,0.0,0.799,0.845,0.719,0.84,5.01,0.62,0.72,-22.9111,-43.2056
26948,Rio de Janeiro,RJ,2022-04-05,26.4095,956685,1024,36745,7,9.56685,0.36745,0.0384086716108227,21309,535,771,6209,13794,22366.0,1784.0,79.98,7.9,28.88,6211223.0,0.0,0.799,0.845,0.719,0.84,5.01,0.62,0.72,-22.9111,-43.2056
26949,Rio de Janeiro,RJ,2022-04-06,25.693,957953,1268,36760,15,9.57953,0.3676,0.0383734901399129,18332,455,757,5665,11455,22366.0,1784.0,79.98,7.9,28.86,6211223.0,0.0,0.799,0.845,0.719,0.84,5.01,0.62,0.72,-22.9111,-43.2056
26950,Rio de Janeiro,RJ,2022-04-07,24.9765,958944,991,36777,17,9.58944,0.36777,0.0383515617178896,16508,457,625,4517,10909,22366.0,1784.0,79.98,7.9,28.84,6211223.0,0.0,0.799,0.845,0.719,0.84,5.01,0.62,0.72,-22.9111,-43.2056
26951,Rio de Janeiro,RJ,2022-04-08,24.26,960332,1388,36783,6,9.60332,0.36783,0.0383023787606786,16955,396,795,5272,10492,22366.0,1784.0,79.98,7.9,28.82,6211223.0,0.0,0.799,0.845,0.719,0.84,5.01,0.62,0.72,-22.9111,-43.2056
26952,Rio de Janeiro,RJ,2022-04-09,24.26,960332,0,36783,0,9.60332,0.36783,0.0383023787606786,10137,214,548,4505,4870,22366.0,1784.0,79.98,7.9,28.81,6211223.0,0.0,0.799,0.845,0.719,0.84,5.01,0.62,0.72,-22.9111,-43.2056
26953,Rio de Janeiro,RJ,2022-04-10,24.26,960332,0,36783,0,9.60332,0.36783,0.0383023787606786,51,0,5,21,25,22366.0,1784.0,79.98,7.9,28.81,6211223.0,0.0,0.799,0.845,0.719,0.84,5.01,0.62,0.72,-22.9111,-43.2056
26954,Rio de Janeiro,RJ,2022-04-11,24.26,961516,1184,36789,6,9.61516,0.36789,0.0382614537875604,16274,517,677,4922,10158,22366.0,1784.0,79.98,7.9,28.79,6211223.0,0.0,0.799,0.845,0.719,0.84,5.01,0.62,0.72,-22.9111,-43.2056
26955,Rio de Janeiro,RJ,2022-04-12,24.26,962676,1160,36791,2,9.62676,0.36791,0.0382174272548604,14255,482,576,3909,9288,22366.0,1784.0,79.98,7.9,27.42,6211223.0,0.0,0.799,0.845,0.719,0.84,5.01,0.62,0.72,-22.9111,-43.2056
26956,Rio de Janeiro,RJ,2022-04-13,24.26,963858,1182,36795,4,9.63858,0.36795,0.0381747103826497,12771,449,508,3518,8296,22366.0,1784.0,79.98,7.9,27.42,6211223.0,0.0,0.799,0.845,0.719,0.84,5.01,0.62,0.72,-22.9111,-43.2056
26957,Rio de Janeiro,RJ,2022-04-14,24.26,963858,0,36795,0,9.63858,0.36795,0.0381747103826497,10400,179,561,3725,5935,22366.0,1784.0,79.98,7.9,27.41,6211223.0,0.0,0.799,0.845,0.719,0.84,5.01,0.62,0.72,-22.9111,-43.2056
26958,Rio de Janeiro,RJ,2022-04-15,24.26,963858,0,36795,0,9.63858,0.36795,0.0381747103826497,72,1,6,9,56,22366.0,1784.0,79.98,7.9,23.9,6211223.0,0.0,0.799,0.845,0.719,0.84,5.01,0.62,0.72,-22.9111,-43.2056
26959,Rio de Janeiro,RJ,2022-04-16,24.26,963858,0,36795,0,9.63858,0.36795,0.0381747103826497,3563,47,183,1341,1992,22366.0,1784.0,79.98,7.9,23.9,6211223.0,0.0,0.799,0.845,0.719,0.84,5.01,0.62,0.72,-22.9111,-43.2056
26960,Rio de Janeiro,RJ,2022-04-17,24.26,963858,0,36795,0,9.63858,0.36795,0.0381747103826497,19,0,1,5,13,22366.0,1784.0,79.98,7.9,23.88,6211223.0,0.0,0.799,0.845,0.719,0.84,5.01,0.62,0.72,-22.9111,-43.2056
26961,Rio de Janeiro,RJ,2022-04-18,24.26,965790,1932,36809,14,9.6579,0.36809,0.0381128402654821,14173,179,858,3973,9163,22366.0,1784.0,79.98,7.9,23.87,6211223.0,0.0,0.799,0.845,0.719,0.84,5.01,0.62,0.72,-22.9111,-43.2056
26962,Rio de Janeiro,RJ,2022-04-19,24.26,966900,1110,36816,7,9.669,0.36816,0.0380763264039714,14284,223,577,4365,9119,22366.0,1784.0,79.98,7.9,23.85,6211223.0,0.0,0.799,0.845,0.719,0.84,5.01,0.62,0.72,-22.9111,-43.2056
26963,Rio de Janeiro,RJ,2022-04-20,24.26,967549,649,36823,7,9.67549,0.36823,0.0380580208340869,14156,131,788,5161,8076,22366.0,1784.0,79.98,7.9,23.83,6211223.0,0.0,0.799,0.845,0.719,0.84,5.01,0.62,0.72,-22.9111,-43.2056
26964,Rio de Janeiro,RJ,2022-04-21,24.26,967549,0,36823,0,9.67549,0.36823,0.0380580208340869,162,0,11,47,104,22366.0,1784.0,79.98,7.9,23.82,6211223.0,0.0,0.799,0.845,0.719,0.84,5.01,0.62,0.72,-22.9111,-43.2056
26965,Rio de Janeiro,RJ,2022-04-22,24.26,968048,499,36832,9,9.68048,0.36832,0.0380477001140439,212,0,20,59,133,22366.0,1784.0,79.98,7.9,23.82,6211223.0,0.0,0.799,0.845,0.719,0.84,5.01,0.62,0.72,-22.9111,-43.2056
26966,Rio de Janeiro,RJ,2022-04-23,24.26,968048,0,36832,0,9.68048,0.36832,0.0380477001140439,106,2,18,37,49,22366.0,1784.0,79.98,7.9,23.81,6211223.0,0.0,0.799,0.845,0.719,0.84,5.01,0.62,0.72,-22.9111,-43.2056
26967,Rio de Janeiro,RJ,2022-04-24,24.26,968048,0,36832,0,9.68048,0.36832,0.0380477001140439,60,0,5,11,44,22366.0,1784.0,79.98,7.9,23.81,6211223.0,0.0,0.799,0.845,0.719,0.84,5.01,0.62,0.72,-22.9111,-43.2056
26968,Rio de Janeiro,RJ,2022-04-25,24.26,968155,107,36832,0,9.68155,0.36832,0.0380434951015075,13280,176,681,4724,7699,22366.0,1784.0,79.98,7.9,23.8,6211223.0,0.0,0.799,0.845,0.719,0.84,5.01,0.62,0.72,-22.9111,-43.2056
26969,Rio de Janeiro,RJ,2022-04-26,24.26,968625,470,36844,12,9.68625,0.36844,0.0380374241837656,12211,188,576,3649,7798,22366.0,1784.0,79.98,7.9,23.79,6211223.0,0.0,0.799,0.845,0.719,0.84,5.01,0.62,0.72,-22.9111,-43.2056
26970,Rio de Janeiro,RJ,2022-04-27,24.26,969168,543,36854,10,9.69168,0.36854,0.0380264309180658,39491,115,493,3826,35057,22366.0,1784.0,79.98,7.9,23.77,6211223.0,0.0,0.799,0.845,0.719,0.84,5.01,0.62,0.72,-22.9111,-43.2056
26971,Rio de Janeiro,RJ,2022-04-28,24.26,969578,410,36859,5,9.69578,0.36859,0.0380155077776104,32257,132,475,3589,28061,22366.0,1784.0,79.98,7.9,23.76,6211223.0,0.0,0.799,0.845,0.719,0.84,5.01,0.62,0.72,-22.9111,-43.2056
26972,Rio de Janeiro,RJ,2022-04-29,24.26,969983,405,36867,8,9.69983,0.36867,0.0380078826123756,29656,87,745,4797,24027,22366.0,1784.0,79.98,7.9,23.75,6211223.0,0.0,0.799,0.845,0.719,0.84,5.01,0.62,0.72,-22.9111,-43.2056
26973,Rio de Janeiro,RJ,2022-04-30,24.26,969983,0,36867,0,9.69983,0.36867,0.0380078826123756,17670,19,732,3899,13020,22366.0,1784.0,79.98,7.9,23.75,6211223.0,0.0,0.799,0.845,0.719,0.84,5.01,0.62,0.72,-22.9111,-43.2056
26974,Rio de Janeiro,RJ,2022-05-01,24.26,969983,0,36867,0,9.69983,0.36867,0.0380078826123756,113,0,5,18,90,24644.0,1937.0,78.86,8.1,23.74,6211223.0,0.0,0.799,0.845,0.719,0.84,5.01,0.62,0.72,-22.9111,-43.2056
26975,Rio de Janeiro,RJ,2022-05-02,24.26,970498,515,36894,27,9.70498,0.36894,0.0380155342927033,27441,75,725,4109,22532,24644.0,1937.0,78.86,8.1,23.73,6211223.0,0.0,0.799,0.845,0.719,0.84,5.01,0.62,0.72,-22.9111,-43.2056
26976,Rio de Janeiro,RJ,2022-05-03,24.26,970997,499,36894,0,9.70997,0.36894,0.0379959979279029,26488,58,671,3865,21894,24644.0,1937.0,78.86,8.1,23.72,6211223.0,0.0,0.799,0.845,0.719,0.84,5.01,0.62,0.72,-22.9111,-43.2056
26977,Rio de Janeiro,RJ,2022-05-04,24.26,971574,577,36894,0,9.71574,0.36894,0.0379734328007954,46495,51,603,3568,42273,24644.0,1937.0,78.86,8.1,23.7,6211223.0,0.0,0.799,0.845,0.719,0.84,5.01,0.62,0.72,-22.9111,-43.2056
26978,Rio de Janeiro,RJ,2022-05-05,24.26,973840,2266,36894,0,9.7384,0.36894,0.0378850735233713,36227,44,497,3460,32226,24644.0,1937.0,78.86,8.1,23.69,6211223.0,0.0,0.799,0.845,0.719,0.84,5.01,0.62,0.72,-22.9111,-43.2056
26979,Rio de Janeiro,RJ,2022-05-06,24.26,973840,0,36894,0,9.7384,0.36894,0.0378850735233713,27522,62,548,3349,23563,24644.0,1937.0,78.86,8.1,23.68,6211223.0,0.0,0.799,0.845,0.719,0.84,5.01,0.62,0.72,-22.9111,-43.2056
26980,Rio de Janeiro,RJ,2022-05-07,24.26,973840,0,36894,0,9.7384,0.36894,0.0378850735233713,10481,22,344,2125,7990,24644.0,1937.0,78.86,8.1,23.68,6211223.0,0.0,0.799,0.845,0.719,0.84,5.01,0.62,0.72,-22.9111,-43.2056
26981,Rio de Janeiro,RJ,2022-05-08,24.26,973840,0,36894,0,9.7384,0.36894,0.0378850735233713,149,0,3,17,129,24644.0,1937.0,78.86,8.1,23.68,6211223.0,0.0,0.799,0.845,0.719,0.84,5.01,0.62,0.72,-22.9111,-43.2056
26982,Rio de Janeiro,RJ,2022-05-09,24.26,975265,1425,36908,14,9.75265,0.36908,0.0378440731493491,28589,36,584,3003,24966,24644.0,1937.0,78.86,8.1,23.67,6211223.0,0.0,0.799,0.845,0.719,0.84,5.01,0.62,0.72,-22.9111,-43.2056
26983,Rio de Janeiro,RJ,2022-05-10,24.26,975831,566,36908,0,9.75831,0.36908,0.037822122888082,29133,61,505,3080,25487,24644.0,1937.0,78.86,8.1,23.66,6211223.0,0.0,0.799,0.845,0.719,0.84,5.01,0.62,0.72,-22.9111,-43.2056
26984,Rio de Janeiro,RJ,2022-05-11,24.26,976486,655,36908,0,9.76486,0.36908,0.0377967528464309,49731,89,497,3056,46089,24644.0,1937.0,78.86,8.1,23.63,6211223.0,0.0,0.799,0.845,0.719,0.84,5.01,0.62,0.72,-22.9111,-43.2056
26985,Rio de Janeiro,RJ,2022-05-12,24.26,977114,628,36910,2,9.77114,0.3691,0.0377745073758026,35022,51,375,2286,32310,24644.0,1937.0,78.86,8.1,23.62,6211223.0,0.0,0.799,0.845,0.719,0.84,5.01,0.62,0.72,-22.9111,-43.2056
26986,Rio de Janeiro,RJ,2022-05-13,24.26,978075,961,36917,7,9.78075,0.36917,0.0377445492421337,32743,104,497,2935,29207,24644.0,1937.0,78.86,8.1,23.62,6211223.0,0.0,0.799,0.845,0.719,0.84,5.01,0.62,0.72,-22.9111,-43.2056
26987,Rio de Janeiro,RJ,2022-05-14,24.26,978075,0,36917,0,9.78075,0.36917,0.0377445492421337,13458,25,304,1979,11150,24644.0,1937.0,78.86,8.1,23.62,6211223.0,0.0,0.799,0.845,0.719,0.84,5.01,0.62,0.72,-22.9111,-43.2056
26988,Rio de Janeiro,RJ,2022-05-15,24.26,978075,0,36917,0,9.78075,0.36917,0.0377445492421337,87,0,3,8,76,24644.0,1937.0,78.86,8.1,23.62,6211223.0,0.0,0.799,0.845,0.719,0.84,5.01,0.62,0.72,-22.9111,-43.2056
26989,Rio de Janeiro,RJ,2022-05-16,24.26,979063,988,36924,7,9.79063,0.36924,0.0377136098494172,29618,56,495,2803,26264,24644.0,1937.0,78.86,8.1,23.62,6211223.0,0.0,0.799,0.845,0.719,0.84,5.01,0.62,0.72,-22.9111,-43.2056
26990,Rio de Janeiro,RJ,2022-05-17,24.26,980258,1195,36927,3,9.80258,0.36927,0.0376706948578843,25512,84,378,2106,22944,24644.0,1937.0,78.86,8.1,23.62,6211223.0,0.0,0.799,0.845,0.719,0.84,5.01,0.62,0.72,-22.9111,-43.2056
26991,Rio de Janeiro,RJ,2022-05-18,24.26,980380,122,36928,1,9.8038,0.36928,0.0376670270711356,15120,39,268,1423,13390,24644.0,1937.0,78.86,8.1,23.59,6211223.0,0.0,0.799,0.845,0.719,0.84,5.01,0.62,0.72,-22.9111,-43.2056
26992,Rio de Janeiro,RJ,2022-05-19,24.26,980405,25,36929,1,9.80405,0.36929,0.037667086561166,15082,68,267,1366,13381,24644.0,1937.0,78.86,8.1,23.59,6211223.0,0.0,0.799,0.845,0.719,0.84,5.01,0.62,0.72,-22.9111,-43.2056
26993,Rio de Janeiro,RJ,2022-05-20,24.26,980460,55,36930,1,9.8046,0.3693,0.0376659935132488,17378,55,338,1958,15027,24644.0,1937.0,78.86,8.1,23.58,6211223.0,0.0,0.799,0.845,0.719,0.84,5.01,0.62,0.72,-22.9111,-43.2056
26994,Rio de Janeiro,RJ,2022-05-21,24.26,980460,0,36930,0,9.8046,0.3693,0.0376659935132488,8662,50,224,1380,7008,24644.0,1937.0,78.86,8.1,23.58,6211223.0,0.0,0.799,0.845,0.719,0.84,5.01,0.62,0.72,-22.9111,-43.2056
26995,Rio de Janeiro,RJ,2022-05-22,24.26,980460,0,36930,0,9.8046,0.3693,0.0376659935132488,88,1,4,7,76,24644.0,1937.0,78.86,8.1,23.58,6211223.0,0.0,0.799,0.845,0.719,0.84,5.01,0.62,0.72,-22.9111,-43.2056
